Representative,BioGuideID,TransactionDate,Ticker,Transaction,Range,House,Amount,Party
Susie Lee,L000590,2020-10-02,LDOS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Robert J. Wittman,W000804,2020-10-02,BSX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Susie Lee,L000590,2020-10-02,LKQ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lloyd Doggett,D000399,2020-10-02,KO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Robert J. Wittman,W000804,2020-10-02,PGR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Alan S. Lowenthal,L000579,2020-10-02,RUN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2020-10-02,PPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Alan S. Lowenthal,L000579,2020-10-02,RUN,Sale,$80.02,Representatives,80.02,D
Susie Lee,L000590,2020-10-02,DXCM,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-10-02,ETFC,Exchange,"$1,001 - $15,000",Representatives,1001.0,D
Dan Newhouse,N000189,2020-10-01,BREW,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Susie Lee,L000590,2020-10-01,HASI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-10-01,PBF,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-10-01,AXP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-10-01,STT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-10-01,DELL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-10-01,MU,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-10-01,PII,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-10-01,VLO,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Sheldon Whitehouse,W000802,2020-09-30,TT,Sale (Full),"$15,001 - $50,000",Senate,15001.0,D
Josh Gottheimer,G000583,2020-09-30,DEO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-09-30,FANG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Tom Malinowski,M001203,2020-09-30,WPX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-09-30,AXP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-30,TXN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Sheldon Whitehouse,W000802,2020-09-30,TT,Sale (Full),"$15,001 - $50,000",Senate,15001.0,D
Josh Gottheimer,G000583,2020-09-30,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-09-30,STT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-30,WFC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Suzan K. Delbene,D000617,2020-09-30,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-29,MTX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-29,HUBS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-29,ADC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susan A. Davis,D000598,2020-09-29,LUV,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Gilbert Cisneros,C001123,2020-09-29,CTLT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susan A. Davis,D000598,2020-09-29,LEVI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-29,PHR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
K. Michael Conaway,C001062,2020-09-28,ABT,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Kevin Hern,H001082,2020-09-28,WMB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
K. Michael Conaway,C001062,2020-09-28,ABT,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Susie Lee,L000590,2020-09-28,LPLA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2020-09-28,BP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Susie Lee,L000590,2020-09-28,SCHW,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-28,ALLY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-28,DFS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Castor,C001066,2020-09-25,BRK.B,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Frank Pallone Jr.,P000034,2020-09-25,GE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Richard W. Allen,A000372,2020-09-25,NEE,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Frank Pallone Jr.,P000034,2020-09-25,GE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-25,PYPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-25,GOOG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-25,NKE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Frank Pallone Jr.,P000034,2020-09-25,TXN,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Frank Pallone Jr.,P000034,2020-09-25,EL,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Josh Gottheimer,G000583,2020-09-25,CRM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-25,BABA,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-25,WDAY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-25,ICUI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-25,SQ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-25,BKNG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Frank Pallone Jr.,P000034,2020-09-25,DIS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-25,CSGP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-24,HUBS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2020-09-24,CSGP,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Josh Gottheimer,G000583,2020-09-24,CTLT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-24,MTX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2020-09-24,WKHS,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Tom Malinowski,M001203,2020-09-24,PSIX,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Greg Gianforte,G000584,2020-09-24,WST,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Gilbert Cisneros,C001123,2020-09-24,IQV,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-24,ICUI,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Thomas R. Carper,C000174,2020-09-24,LDP,Purchase,"$1,001 - $15,000",Senate,1001.0,D
Greg Gianforte,G000584,2020-09-24,AVLR,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Josh Gottheimer,G000583,2020-09-24,DAVA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,TMUS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,SCHW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-23,PKI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-23,VRSK,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,EL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-23,CCI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-09-23,PFE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,CRM,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Dean Phillips,P000616,2020-09-23,GOOGL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kelly Loeffler,L000594,2020-09-23,ICE,Purchase,"$250,001 - $500,000",Senate,250001.0,R
Dean Phillips,P000616,2020-09-23,GPN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,L,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-23,CDAY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,CTXS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,AMD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,CME,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,ABT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,MMM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,ATO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-23,IQV,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-23,ICUI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,CTSH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,EQIX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,MSI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,GILD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kelly Loeffler,L000594,2020-09-23,ICE,Sale (Partial),"$1,000,001 - $5,000,000",Senate,1000001.0,R
Dean Phillips,P000616,2020-09-23,XLNX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Ed Perlmutter,P000593,2020-09-23,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,INFO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,WFC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,FB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,PM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,T,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,ROP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,NOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,CAT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-09-23,MRK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,AAPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-23,CSGP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,MDLZ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,JKHY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,BAX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,AKAM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,EA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,VRSN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,NFLX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,CLX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,OTIS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,DLR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2020-09-23,SBAC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Ron Wyden,W000779,2020-09-23,NFLX,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
Dean Phillips,P000616,2020-09-23,ED,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Thomas R. Carper,C000174,2020-09-22,WIW,Purchase,"$1,001 - $15,000",Senate,1001.0,D
Thomas R. Carper,C000174,2020-09-22,ATOAX,Purchase,"$15,001 - $50,000",Senate,15001.0,D
Greg Gianforte,G000584,2020-09-22,SVCBY,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Thomas R. Carper,C000174,2020-09-22,LDP,Purchase,"$1,001 - $15,000",Senate,1001.0,D
Josh Gottheimer,G000583,2020-09-21,BKNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2020-09-21,IFNNY,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Warren Davidson,D000626,2020-09-21,CLF,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Josh Gottheimer,G000583,2020-09-21,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
K. Michael Conaway,C001062,2020-09-21,CIBR,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
K. Michael Conaway,C001062,2020-09-21,VDC,Sale,"$15,001 - $50,000",Representatives,15001.0,R
K. Michael Conaway,C001062,2020-09-21,VDC,Sale,"$15,001 - $50,000",Representatives,15001.0,R
K. Michael Conaway,C001062,2020-09-21,VDC,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Kathy Castor,C001066,2020-09-21,BRK.B,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Warren Davidson,D000626,2020-09-21,WKHS,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Susie Lee,L000590,2020-09-18,RHI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-18,HOLX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-18,RSG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lloyd Doggett,D000399,2020-09-18,HD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-18,DNB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-18,GFL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-18,ENR,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-18,HASI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Ed Perlmutter,P000593,2020-09-18,SQ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-18,TOL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-09-18,MAT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-17,IFNNY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-17,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
John A. Yarmuth,Y000062,2020-09-17,ICE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2020-09-17,LRNZ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2020-09-17,WCLD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-09-17,Z,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kevin Hern,H001082,2020-09-17,HD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Alan S. Lowenthal,L000579,2020-09-17,KTOS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Earl Blumenauer,B000574,2020-09-17,AIG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Pat Roberts,R000307,2020-09-17,AAPL,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Alan S. Lowenthal,L000579,2020-09-16,KTOS,Purchase,$22.07,Representatives,22.07,D
Mark Green,G000590,2020-09-16,SRLP,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Alan S. Lowenthal,L000579,2020-09-16,KTOS,Purchase,$551.67,Representatives,551.67,D
Gilbert Cisneros,C001123,2020-09-16,NOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Mark Green,G000590,2020-09-16,SHLX,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Gilbert Cisneros,C001123,2020-09-16,USB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,FB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-09-16,BLK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,F,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,DIS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,LHX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Mark Green,G000590,2020-09-16,USAC,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Gilbert Cisneros,C001123,2020-09-16,BIIB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,T,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,KEY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,WFC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,CBOE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,GE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,OTIS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,DXCM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,SYK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,WBA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,VNO,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,D,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2020-09-16,CWEN.A,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Gilbert Cisneros,C001123,2020-09-16,UDR,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,INCY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Pat Roberts,R000307,2020-09-16,W,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Mark Green,G000590,2020-09-16,WES,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Gilbert Cisneros,C001123,2020-09-16,AIG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Mark Green,G000590,2020-09-16,MPLX,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Gilbert Cisneros,C001123,2020-09-16,CVS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,L,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Bob Gibbs,G000563,2020-09-16,ORCL,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Mo Brooks,B001274,2020-09-16,PFE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Gilbert Cisneros,C001123,2020-09-16,TDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-09-16,RTX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Mark Green,G000590,2020-09-16,AM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Gilbert Cisneros,C001123,2020-09-16,BK,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-09-16,PFE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
